chromosome	start	end	gene_id	gene_name	NA18486	NA18487	NA18488	NA18489	NA18498	NA18499	NA18502	NA18505	NA18508	NA18510	NA18511	NA18517	NA18519	NA18520	NA18858	NA18861	NA18867	NA18868	NA18870	NA18873	NA18907	NA18908	NA18909	NA18910	NA18912	NA18916	NA18917	NA18923	NA18933	NA18934	NA19092	NA19093	NA19095	NA19096	NA19098	NA19099	NA19102	NA19107	NA19108	NA19113	NA19114	NA19116	NA19117	NA19118	NA19119	NA19121	NA19129	NA19130	NA19131	NA19137	NA19138	NA19141	NA19143	NA19144	NA19146	NA19147	NA19149	NA19150	NA19152	NA19153	NA19159	NA19160	NA19171	NA19172	NA19175	NA19184	NA19185	NA19189	NA19190	NA19197	NA19198	NA19200	NA19201	NA19204	NA19206	NA19207	NA19209	NA19210	NA19213	NA19214	NA19222	NA19223	NA19225	NA19235	NA19236	NA19247	NA19248	NA19256	NA19257
chr21	14108813	14210845	ENSG00000188992.6	LIPI	2.0089406350510743	-0.7189684547910954	-0.3032587883713199	-0.2799576164533321	2.1010708891806265	-0.04188242412808181	-0.2280606263434651	1.4664013620418466	-0.6622748370147146	0.3032587883713199	0.7856522077916828	1.3745692303776802	0.7189684547910954	-0.8009465607777064	-0.465706792418973	1.7244174106976364	0.16544100378921126	2.369391709110292	0.8321129168435719	0.7630487909064884	-0.5547515834511358	0.7117579120525669	-0.3682392078323626	0.8400312440532356	-0.6245080479693504	0.8164306063254818	-1.2930577355698876	-0.5612747602433252	0.47193799537611	0.4594936197389043	-0.12031752017926085	-0.38021450685882097	0.09785302971379642	-0.4348144648043512	1.1517028344631943	1.3890725482061086	0.18244456732107456	-1.2930577355698876	-1.2930577355698876	1.5536527870439696	-0.5876118235372263	-0.6347178156320729	0.2915884122341465	1.1626073085820678	-0.3385263249706916	-0.848002594870353	0.4844558913628637	-0.6692425662125169	-0.7117579120525669	0.7705394628398612	1.7760551307862893	0.350374172960754	-0.5417753507982382	0.5743934873539636	0.5482519275160054	1.2311605944490678	0.013957180723656998	0.4907432991082245	-0.2625816420025636	0.848002594870353	0.9748767891118229	-0.3326202768307657	0.3802145068588212	1.7002343170591063	0.9659369653787906	-1.2930577355698876	1.3192594019985786	0.6415612047800756	0.6903442477432832	0.39828086663470896	-0.7780736216052285	-0.5809899661969711	0.6974465388469496	0.15413211347464106	-0.5482519275160055	-0.3091094021025409	0.4657067924189731	-0.3622714103356006	-0.7556006911446691	0.8970158344632987	0.9223473200336424	-1.2930577355698876	-1.2930577355698876	0.06984037289007035	1.9312502232495043	1.896405396844182	1.4999386714068763	0.5612747602433252	1.2431611295439398
chr21	14216130	14228372	ENSG00000185272.9	RBM11	1.2930577355698876	2.215495718351548	1.5921163028752152	-0.21661576967246493	0.8009465607777064	-0.7045841865835022	-1.4038740865015829	0.4844558913628637	0.5612747602433252	-0.5876118235372263	1.2677149127857854	-0.04747069671277157	-1.0494161313899424	1.6546498483716583	0.44712000074660735	-1.5725937422465306	1.96861104875622	-0.5033768680824872	1.1409336136324708	0.4286864158634791	0.607634605126777	1.0889651254097819	-1.55365278704397	1.07891951598177	0.5417753507982382	0.7408286731895796	-0.3149706158136154	-0.8400312440532356	-1.1409336136324708	0.09785302971379642	0.5514988431825125	-0.7932761889664386	0.06984037289007035	-1.6330908598817766	-2.2857017140401346	-0.22233455767474944	1.7760551307862893	0.14002349695881625	-0.8722472705981928	1.280283540410979	0.2051992171318596	-0.8886991078556555	0.8886991078556555	-0.5743934873539633	-1.482961528228986	0.14848514203467147	0.2625816420025637	-0.9395688654041928	-1.0207990261105566	0.8125413511767141	1.8329154566683856	-0.32672580830997083	-0.4471200007466072	0.2251966690426051	-1.9686110487562205	-0.7481942738234431	0.5288897109665223	-1.109393235967504	-0.6347178156320729	0.6832766099540563	-0.6076346051267769	-0.6622748370147146	0.17677109286637574	1.8037565010932428	-1.7496532006840586	-0.07543781900134958	-0.39828086663470896	-0.6692425662125169	-0.5417753507982382	0.030709626953960883	1.896405396844182	1.7244174106976364	0.3149706158136154	0.6622748370147145	1.5536527870439696	1.1848413548662269	-0.6974465388469496	-1.5352533689495695	-0.15978400424484213	0.3208426700796911	-1.803756501093244	-2.2857017140401346	-0.7556006911446691	0.3742201490306616	-0.5942595480338306	0.6009336386772336	-0.1484851420346716	0.171103302720179	-1.466401362041846
chr21	14371115	14383484	ENSG00000155304.4	HSPA13	-0.3563164872780636	2.1010708891806265	0.8400312440532356	1.2677149127857854	-0.3208426700796911	0.6347178156320729	-0.5942595480338306	-0.8641093199905616	-1.466401362041846	0.7932761889664386	1.5725937422465308	-0.465706792418973	-1.1517028344631943	0.5160912973090476	-0.8400312440532356	0.030709626953960883	1.5352533689495695	-0.03629545918499865	0.7667887487812087	0.9138383693239602	0.848002594870353	1.039782459828412	-0.9395688654041928	0.15413211347464106	0.8242464225050624	-0.23953543465509225	0.21661576967246507	0.03629545918499851	0.3149706158136154	0.7481942738234431	0.14284290160249602	-1.1848413548662269	-1.5725937422465306	-1.55365278704397	0.607634605126777	-0.6076346051267769	-0.0922450564439374	0.6143629680615856	0.4103973681231526	0.4348144648043512	0.21090405728202347	-1.3745692303776806	1.0889651254097819	0.22233455767474944	-0.05306045215486283	0.5678219083556426	0.8164306063254818	-1.2311605944490671	1.5921163028752152	-0.15413211347464106	-0.1938093481483895	-1.0114439206739942	0.5876118235372262	0.0894421683450378	0.07543781900134958	1.3192594019985786	0.8086643481142916	0.9439179446431378	-0.350374172960754	-0.13157186580198613	0.9439179446431378	0.025124752753150133	1.0207990261105566	1.280283540410979	2.473944940489148	0.9309235805952798	-0.5224798063138631	0.2337941824729421	1.0021765075736877	1.1302951130655985	1.0302443339227434	0.9703971829050374	-0.5876118235372263	0.7780736216052285	0.444037336506218	1.1409336136324708	0.24816220390562305	-2.473944940489147	1.7496532006840595	0.7856522077916828	-1.3463994774565844	-1.2677149127857854	0.9223473200336424	0.6727386317912674	0.2568074816480451	0.8970158344632987	0.013957180723656998	-0.013957180723656998	0.6553391135149207
chr21	14485228	14583402	ENSG00000155307.13	SAMSN1	0.008374134425459548	0.4103973681231526	0.6762429393144077	0.2280606263434649	0.6484347724071728	1.1093932359675047	-1.1517028344631943	0.2625816420025637	-0.5514988431825126	0.3267258083099707	0.9309235805952798	-0.8722472705981928	0.7045841865835024	0.5942595480338306	-1.2553434173676612	-2.3693917091102903	-1.1626073085820685	1.4664013620418466	-1.2311605944490671	-1.0021765075736877	-0.9395688654041928	-0.8086643481142914	-1.306046489869281	-2.2857017140401346	-0.8804434010575063	1.0207990261105566	-1.0114439206739942	-0.3414837701554305	-1.2677149127857854	-0.06424511413771303	-0.9929943767039799	-1.0789195159817695	-1.389072548206108	-1.3327067345115735	-0.4256284321095111	-1.7760551307862893	1.6122652505081905	-0.7556006911446691	-0.1938093481483895	0.6692425662125171	-0.6415612047800758	-2.473944940489147	-0.08663998274533287	-0.9838952125351808	0.07543781900134958	-1.4344367680231909	-0.2596934795204567	-0.8886991078556555	0.8560281976402808	-1.0889651254097819	0.8970158344632987	0.8804434010575063	-1.6546498483716583	-1.4502338504062922	-0.002791349142262142	-1.499938671406877	-0.6622748370147146	-1.1961812524921622	-1.6122652505081905	-0.7408286731895796	-0.8164306063254818	-0.2109040572820236	-0.5809899661969711	0.171103302720179	-1.280283540410979	0.47193799537611	-0.4594936197389045	-1.173651806782052	-1.2076770938023489	1.1626073085820678	-0.38021450685882097	-0.0922450564439374	0.13720520493085406	0.245284593338414	-0.4970501669229373	-1.5921163028752152	-0.7189684547910954	-1.8329154566683847	0.7932761889664386	-0.3208426700796911	-1.9312502232495043	-1.7244174106976364	-0.3414837701554305	-0.9138383693239602	0.3682392078323626	-0.1484851420346716	-0.9659369653787906	-0.15413211347464106	-2.1010708891806265
chr21	14961235	15065000	ENSG00000180530.5	NRIP1	2.473944940489148	0.08663998274533302	0.9659369653787906	-0.6832766099540565	0.7262165734596533	0.8009465607777064	1.0889651254097819	-0.09785302971379642	-1.55365278704397	-0.2974185367978657	-0.37721563366191796	-1.2677149127857854	0.2337941824729421	-0.28576818212909083	-0.4043316973460033	-1.6330908598817766	-0.9395688654041928	1.6770065415621012	1.280283540410979	-1.4344367680231909	-0.5288897109665223	-0.7189684547910954	-0.6347178156320729	1.3890725482061086	0.131571865801986	-0.04188242412808181	-0.15413211347464106	-0.7117579120525669	-0.002791349142262142	-0.8970158344632989	0.6692425662125171	-1.803756501093244	-0.9482849513144516	-0.8722472705981928	-0.8281732635612548	-0.6553391135149207	1.482961528228986	-0.5743934873539633	-1.4502338504062922	-0.9838952125351808	1.5352533689495695	-1.3463994774565844	-0.18244456732107445	0.17677109286637574	0.06984037289007035	0.4043316973460033	-0.3682392078323626	-0.3563164872780636	0.3003373820733845	-0.6143629680615856	2.8440544876833966	-1.7002343170591059	-0.47193799537611	0.3385263249706916	-0.04747069671277157	1.1409336136324708	-0.7481942738234431	-0.9929943767039799	-0.7556006911446691	-0.3444442051480894	1.5921163028752152	-1.5921163028752152	1.1961812524921611	2.369391709110292	0.6903442477432832	-0.8641093199905616	0.5160912973090476	0.002791349142262142	1.5536527870439696	-0.7856522077916829	-0.008374134425459409	0.8560281976402808	0.8440102156399024	-0.5547515834511358	-0.0922450564439374	-0.7408286731895796	0.3922445830846861	-1.9686110487562205	1.0021765075736877	0.8970158344632987	-1.499938671406877	0.24816220390562305	0.22233455767474944	0.6553391135149207	1.96861104875622	-0.08663998274533287	-0.6076346051267769	-0.4813193701549566	-1.466401362041846
chr21	15730025	15880058	ENSG00000155313.11	USP25	0.6903442477432832	1.896405396844182	0.10346408211321896	1.3327067345115735	0.23953543465509225	0.7335030465605429	-0.6553391135149207	0.04747069671277157	-0.1372052049308539	1.6122652505081905	2.2857017140401337	-0.8321129168435718	-0.5909324214501146	1.2553434173676603	-0.18812392049140714	0.5809899661969711	1.3126243010648122	-0.7630487909064884	1.0021765075736877	2.215495718351548	-0.1938093481483895	0.7556006911446691	-0.2568074816480451	-0.3682392078323626	-0.2051992171318596	0.6622748370147145	-0.14284290160249602	0.3267258083099707	0.2280606263434649	0.5678219083556426	1.6330908598817768	-1.3603494198758468	0.4625979738358581	-1.2311605944490671	1.4502338504062922	-0.5288897109665223	0.7932761889664386	1.5725937422465308	0.9748767891118229	-0.1739364993532572	0.2915884122341465	-0.4225744233557705	0.5033768680824872	0.3032587883713199	0.5580102037961785	-0.01674885614801819	0.07543781900134958	-0.7705394628398612	-0.1739364993532572	0.9659369653787906	-0.7780736216052285	-0.5547515834511358	0.7262165734596533	0.7045841865835024	0.6009336386772336	1.1042429787603998	0.8164306063254818	0.7481942738234431	-0.9748767891118229	0.8086643481142916	0.4532981348127572	0.9395688654041928	0.6347178156320729	0.06424511413771303	-0.15413211347464106	1.4664013620418466	0.04188242412808195	0.14284290160249602	0.2683645704415956	1.9312502232495043	0.21090405728202347	0.4348144648043512	0.2051992171318596	0.7408286731895796	1.7760551307862893	1.2677149127857854	-0.13157186580198613	-1.9312502232495043	1.5921163028752152	0.848002594870353	-1.1904921675094082	0.5353214202121782	0.21661576967246507	1.2076770938023489	-0.4471200007466072	0.15978400424484213	-0.7856522077916829	0.5743934873539636	-1.1626073085820685
chr21	17593653	17612947	ENSG00000154640.10	BTG3	-0.013957180723656998	-0.9748767891118229	-0.7225877689514085	0.9395688654041928	-1.7002343170591059	0.4164781762181021	-2.0089406350510752	0.008374134425459548	0.4103973681231526	0.5160912973090476	0.5645453093782934	-0.4013044453891056	-1.109393235967504	-1.3603494198758468	-0.3682392078323626	-1.5921163028752152	-0.5417753507982382	-1.55365278704397	-0.3444442051480894	-0.5097237825759781	-1.389072548206108	-1.1302951130655985	-2.1010708891806265	-0.8970158344632989	-1.3463994774565844	-1.7760551307862893	-0.3862225580167745	0.7262165734596533	-0.4195243508705512	1.0591481946393522	-0.2109040572820236	-1.0207990261105566	-1.1197830217068478	-1.2431611295439398	-0.4532981348127572	-1.0542696813577097	-0.5743934873539633	-1.2193347900488236	-0.3208426700796911	-0.025124752753149987	-0.9309235805952798	-2.3693917091102903	-0.7518923268396954	0.04747069671277157	-2.615538567044649	-0.9395688654041928	-0.43174841364960026	-0.9884345649472716	-1.9686110487562205	-0.7667887487812084	-1.1848413548662269	-1.4189897497752488	-0.6484347724071727	-1.466401362041846	0.2280606263434649	0.3326202768307657	-0.16544100378921112	-0.6903442477432832	-1.5352533689495695	-0.4625979738358579	-0.8886991078556555	-0.8804434010575063	-1.6546498483716583	-1.8329154566683847	0.8009465607777064	0.3208426700796911	0.12594269898257332	-0.8400312440532356	-2.2154957183515482	1.2739740703445102	-0.01954066211013836	-1.2677149127857854	-1.803756501093244	-0.4625979738358579	0.14002349695881625	-0.12031752017926085	-1.1961812524921622	-1.4344367680231909	-0.32672580830997083	-1.4038740865015829	-0.9482849513144516	-1.280283540410979	-0.5942595480338306	-0.3149706158136154	-1.2930577355698876	1.1197830217068478	-0.5547515834511358	0.3414837701554304	-1.7496532006840586
chr21	17788967	17819386	ENSG00000154642.6	C21orf91	2.1010708891806265	1.6770065415621012	-1.109393235967504	1.0591481946393522	2.6155385670446467	-0.0922450564439374	1.3192594019985786	-0.5417753507982382	-0.6009336386772336	0.5160912973090476	1.7760551307862893	0.7262165734596533	0.5547515834511361	0.6143629680615856	-1.389072548206108	0.7117579120525669	2.473944940489148	1.2553434173676603	1.5725937422465308	0.08383847730013373	-1.039782459828412	1.6546498483716583	-1.7496532006840586	1.006799405491012	1.0689816212043546	-1.2930577355698876	-0.8400312440532356	-1.0591481946393522	-0.14284290160249602	1.4999386714068763	1.280283540410979	0.350374172960754	-1.0789195159817695	-2.2857017140401346	-0.7117579120525669	-1.173651806782052	0.7189684547910954	0.6484347724071728	0.30910940210254084	1.4113916084049192	-1.2311605944490671	-0.025124752753149987	-0.5776885846099027	-0.9309235805952798	1.2677149127857854	0.6009336386772336	0.9395688654041928	-0.09785302971379642	0.8886991078556555	0.22233455767474944	0.607634605126777	-1.3745692303776806	-1.8329154566683847	1.7002343170591063	0.4348144648043512	-1.0889651254097819	-0.2280606263434651	-1.0207990261105566	0.23953543465509225	-0.8086643481142914	2.0089406350510743	-0.6211192595454664	1.2076770938023489	0.6381357745532759	1.896405396844182	-0.2799576164533321	-0.7780736216052285	1.2252262738159452	-0.6415612047800758	-0.7856522077916829	1.4664013620418466	1.2252262738159452	1.049416131389942	0.16544100378921126	1.482961528228986	-0.5678219083556427	0.6553391135149207	-1.1626073085820685	0.9659369653787906	0.7856522077916828	-2.1547627969742407	2.154762796974242	-0.9395688654041928	-0.4594936197389045	0.5288897109665223	-0.08663998274533287	0.8086643481142916	-0.3091094021025409	-0.7262165734596531
chr21	17793484	18267373	ENSG00000154645.8	CHODL	0.08663998274533302	0.12031752017926098	-1.7002343170591059	1.173651806782052	0.8242464225050624	0.21661576967246507	0.4043316973460033	1.2311605944490678	0.7117579120525669	-0.2280606263434651	-0.1090783938843546	0.6009336386772336	0.5353214202121782	-0.6903442477432832	0.7045841865835024	-0.8242464225050624	1.3463994774565848	-0.8086643481142914	2.154762796974242	-2.0089406350510752	0.6211192595454664	1.2930577355698876	-0.2683645704415956	0.18244456732107456	2.1010708891806265	0.3802145068588212	-0.6484347724071727	-0.6415612047800758	-0.24240901245691465	-0.4532981348127572	0.5482519275160054	-0.3149706158136154	-0.22233455767474944	-0.5743934873539633	-1.5725937422465306	0.9223473200336424	0.6109953290507386	-0.5809899661969711	0.4907432991082245	1.4344367680231909	-0.3444442051480894	-0.9395688654041928	0.3622714103356008	0.15413211347464106	0.7481942738234431	1.2553434173676603	-0.8560281976402808	0.3922445830846861	1.07891951598177	-0.3326202768307657	0.9570736808097268	-1.3603494198758468	-1.0494161313899424	0.7262165734596533	-0.5288897109665223	-0.15413211347464106	0.04188242412808195	-1.1848413548662269	1.8037565010932428	-1.173651806782052	0.9138383693239602	1.2193347900488236	1.9312502232495043	0.9395688654041928	1.5725937422465308	-0.3862225580167745	0.5288897109665223	-0.04188242412808181	-0.47193799537611	1.6546498483716583	1.0302443339227434	0.8641093199905616	1.4502338504062922	0.5097237825759781	1.4038740865015829	0.8009465607777064	0.4348144648043512	-0.6211192595454664	0.7189684547910954	1.3603494198758468	-0.2625816420025636	0.2799576164533322	-0.9838952125351808	-0.28576818212909083	-0.13157186580198613	0.9309235805952798	0.08103762970236872	0.4409588861148484	-0.8970158344632989
chr21	20998315	21543329	ENSG00000154654.9	NCAM2	-0.4844558913628637	1.3463994774565848	-0.17677109286637574	-0.16544100378921112	0.6553391135149207	-1.1355982977834689	-0.12031752017926085	0.5809899661969711	-0.5033768680824872	0.4409588861148484	-0.4286864158634789	0.6762429393144077	0.17677109286637574	1.9312502232495043	0.6484347724071728	-0.2799576164533321	1.1409336136324708	0.8886991078556555	-0.4043316973460033	0.8804434010575063	0.5547515834511361	0.5224798063138631	-0.2337941824729421	0.5876118235372262	-0.4781875769288642	0.9929943767039799	-1.1355982977834689	-0.4103973681231527	-1.1355982977834689	0.4286864158634791	1.2677149127857854	0.7189684547910954	1.039782459828412	2.6155385670446467	1.3327067345115735	1.3603494198758468	-1.1355982977834689	1.173651806782052	-1.1355982977834689	0.3208426700796911	-0.4532981348127572	0.3563164872780635	-1.1355982977834689	0.6415612047800756	-0.2109040572820236	-0.6484347724071727	-1.1355982977834689	0.3802145068588212	0.3267258083099707	1.5173594873829173	-0.1090783938843546	0.2625816420025637	1.1517028344631943	0.3149706158136154	-0.5876118235372263	-1.1355982977834689	0.05865186599503941	0.2741564876257298	0.7630487909064884	0.07543781900134958	-0.3091094021025409	1.8329154566683856	0.11469614599473925	-0.2683645704415956	-0.32672580830997083	0.3922445830846861	-0.18244456732107445	-0.535321420212178	0.5288897109665223	0.2915884122341465	-0.6143629680615856	-0.4471200007466072	0.2568074816480451	-1.1355982977834689	-0.3952609246046149	1.2311605944490678	1.4189897497752495	1.5536527870439696	0.3742201490306616	-1.1355982977834689	-0.350374172960754	1.6770065415621012	-1.1355982977834689	-1.1355982977834689	-0.4594936197389045	-1.1355982977834689	0.4225744233557705	-0.6009336386772336	-0.1995010474777868
